,male,female
5348,побтальон,побтальонша
5349,укротищель,укротищельница
5350,фелеграфист,фелеграфистка
5351,преттупник,преттупница
5352,комдун,комдунья
5353,вхадыка,вхадычица
5354,бурист,буристка
5355,щтриптизер,щтриптизерша
5356,чазведчик,чазведчица
5357,пбичник,пбичница
5358,собачмик,собачмица
5359,заводкик,заводкица
5360,мойжик,мойжица
5361,албоголик,албоголичка
5362,ухоженец,ухоженка
5363,кладовжик,кладовжица
5364,футешественник,футешественница
5365,уценик,уценица
5366,срудент,срудентка
5367,зритень,зритеньница
5368,оператирнк,оператирница
5369,гиркач,гиркачка
5370,вудесник,вудесница
5371,родсрвенник,родсрвенница
5372,сепсист,сепсистка
5373,прихожакин,прихожакка
5374,тдавник,тдавница
5375,артитт,артиттка
5376,тюревщик,тюревщица
