,male,female
2612,зожёсец,зожёска
2613,окийцэжист,окийцэжистка
2614,ощемщэк,ощемщэца
2615,ощибыщиль,ощибыщильница
2616,руподахатефь,руподахатефьница
2617,янлитатедь,янлитатедьница
2618,ючец,ючица
2619,рифожотин,рифожотка
2620,анфотатечь,анфотатечьница
2621,ясчётрогист,ясчётрогистка
2622,обегь,обегьница
2623,омёдтик,омёдтица
2624,тотибяль,тотибяльница
2625,ошарец,ошарка
2626,щноцист,щноцистка
2627,сумоль,сумолыня
2628,липник,липница
2629,амулидт,амулидтка
2630,вецолчик,вецолчица
2631,опжулец,опжулеца
2632,ямшооткрыватель,ямшоотркрывательница
2633,ызничибт,ызничибтка
2634,оажлонидт,оажлонидтка
2635,ытщык,ытщыца
2636,егтимен,егтименка
2637,экоринедищт,экоринедищтка
2638,отокяцин,отокяцка
2639,гэщц,гэщцесса
2640,рибяжащин,рибяжащка
2641,хюшец,хюшчиха
2642,аюзжлик,аюзжлица
2643,олебьтык,олебьтыца
2644,юрпавищт,юрпавищтка
2645,убешсазер,убешсазерша
2646,огецёбель,огецёбельница
2647,амудукь,амудукыня
2648,ещвир,ещвирша
2649,ашлыпчик,ашлыпчица
2650,гятзик,гятзица
2651,ябицьфик,ябицьфица
2652,япобанин,япобанка
2653,эбихётегь,эбихётегьница
2654,елорепежыст,елорепежыстка
2655,раранель,раранельница
2656,соричетезь,соричетезьница
2657,зецок,зецоца
2658,кихосонин,кихосонка
2659,офохняк,офохняца
2660,емыфочист,емыфочистка
2661,осцнвюпник,осцнвюпница
2662,аблягутель,аблягутельница
2663,еполюциокир,еполюциокирка
2664,раналель,раналельница
2665,рарицапепь,рарицапепьница
2666,тифщёк,тифщёца
2667,чпигынт,чпигынтка
2668,улрог,улрога
2669,еншюничт,еншюничтка
2670,одёбь,одёбева
2671,овочилин,овочилка
2672,югтуг,югтуга
2673,улорлер,улорлерша
2674,угжёлёст,угжёлёстка
2675,лочебин,лочебка
2676,ецуритт,ецуриттка
2677,ицвилец,ицвилеца
2678,уньтэмивт,уньтэмивтка
2679,ицнанист,ицнанистка
2680,ятбофист,ятбофистка
2681,угожцюк,угожцюца
2682,егщёр,егщёрша
2683,жошолщик,жошолщица
2684,ещыпин,ещыпка
2685,игужафт,игужафтка
2686,олнущолец,олнущолка
2687,осусгек,осусгеца
2688,ёфтифт,ёфтифтка
2689,рфогт,рфогтка
2690,пелавэтт,пелавэттка
2691,огильщик,огильщица
2692,юггазряк,юггазряца
2693,ащдерубник,ащдерубница
2694,ытифедь,ытифедьница
2695,ультификт,ультификтка
2696,жачщэщин,жачщэщка
2697,азягчик,азягчица
2698,ацкехбёрист,ацкехбёристка
2699,кющдок,кющдоца
2700,боссюк,боссюца
2701,емхюр,емхюрша
2702,ебачмик,ебачмица
2703,ялзеробдик,ялзеробдица
2704,щарекь,щарекка
2705,оморкер,оморкерша
2706,охицитежь,охицитежьница
2707,волёнец,волёнка
2708,отяшесхвеприк,отяшесхвеприца
2709,оцфорачель,оцфорачельница
2710,игосель,игосельница
2711,чизысалин,чизысалка
2712,еднусизт,еднусизтка
2713,оржик,оржица
2714,ашнасин,ашнаска
2715,косовик,косовичка
2716,цридт,цридтка
2717,бемшик,бемшица
2718,опец,опчиха
2719,ронник,ронница
2720,ромобник,ромобница
2721,анпюдатегь,анпюдатегьница
2722,дешафискк,дешафискица
2723,ебцигт,ебцигтка
2724,уфнавибт,уфнавибтка
2725,сонляк,сонляца
2726,репозазытебь,репозазытебьница
2727,элтун,элтунья
2728,тахынь,тахынка
2729,ажюррник,ажюррница
2730,ожчощопец,ожчощопка
2731,тюлтик,тюлтица
2732,лажщамин,лажщамка
2733,мгезакор,мгезакрица
2734,розофнэк,розофнэца
2735,кюртсмен,кюртсменка
2736,олырасегь,олырасегьница
2737,шрорат,шроратка
2738,ерлояткрыватель,ерлоятркрывательница
2739,иащщоцюст,иащщоцюстка
2740,онрун,онрунья
2741,ищщач,ищщачка
2742,укмащидт,укмащидтка
2743,оанлодигт,оанлодигтка
2744,низефь,низефьница
2745,улен,улина
2746,есоричефист,есоричефистка
2747,оврисец,оврисеца
2748,очлкхенник,очлкхенница
2749,юмежрик,юмежрица
2750,анат,анатка
2751,цабека,цабечица
2752,нёчник,нёчница
2753,нпюшалт,нпюшалтка
2754,идщыч,идщычка
2755,узесист,узесистка
2756,захозанин,захозанка
2757,амфир,амфирша
2758,емефотидт,емефотидтка
2759,унен,унина
2760,мищель,мищельница
2761,нопец,нопчиха
2762,щфелатор,щфелатрица
2763,алпизан,алпизанка
2764,южтер,южтерица
2765,фаникель,фаникельница
2766,фечик,фечица
2767,сасарь,сасарка
2768,уднабист,уднабистка
2769,аепбник,аепбница
2770,отуцачь,отуцачыня
2771,ролорсик,ролорсица
2772,атвер,атверша
2773,бощлик,бощлица
2774,осспщедник,осспщедница
2775,ундазикт,ундазиктка
2776,артиван,артиванка
2777,уззетазь,уззетазша
2778,ковом,ковомка
2779,погячин,погячка
2780,елезонифт,елезонифтка
2781,досец,досчиха
2782,иахлочишт,иахлочиштка
2783,ащракщик,ащракщица
2784,ретухававегь,ретухававегьница
2785,ебусичедист,ебусичедистка
2786,зопяшин,зопяшка
2787,сочтик,сочтица
2788,сизпик,сизпица
2789,ифщач,ифщачка
2790,увлонимт,увлонимтка
2791,иацбонист,иацбонистка
2792,пивомник,пивомница
2793,ружтсмен,ружтсменка
2794,лрофосэк,лрофосэчка
2795,учкёмист,учкёмистка
2796,эфлускик,эфлускица
2797,щажданин,щажданка
2798,олдертик,олдертица
2799,ыжчик,ыжчица
2800,офопник,офопница
2801,эрецодмик,эрецодмица
2802,хорицитель,хорицительница
2803,шовяцин,шовяцка
2804,ежец,ежица
2805,агсор,агсовщица
2806,оцшощобец,оцшощобка
2807,чотлик,чотлица
2808,дщитт,дщиттка
2809,дщепутор,дщепутрица
2810,оллувнэк,оллувнэца
2811,абшмотормик,абшмотормица
2812,гэчпик,гэчпица
2813,аджир,аджирша
2814,ихцант,ихцантка
2815,армер,армерша
2816,фачгабин,фачгабка
2817,пафдик,пафдица
